Invoice_ID,Date,Customer_ID,Product_ID,Employee_ID,Quantity,Payment_Mode,Discount_%,Revenue,Profit
INV00103,2025-12-22,C0794,P130,E004,1,Credit Card,15,362.1,91.1
INV00104,2025-05-12,C0785,P041,E003,3,UPI,20,2371.2,532.2
INV00105,2025-04-12,C0119,P121,E002,2,UPI,20,2124.8,590.8
INV00106,2025-12-03,C0118,P176,E003,2,UPI,0,1378.0,368.0
INV00107,2025-11-13,C0580,P006,E004,1,UPI,5,916.75,348.75
INV00108,2025-12-01,C0501,P086,E004,1,UPI,5,783.75,212.75
INV00109,2025-10-08,C0564,P122,E003,2,UPI,0,1000.0,388.0
INV00110,2025-06-10,C0584,P239,E004,2,UPI,10,1542.6,434.6
INV00111,2025-12-18,C0261,P142,E003,3,Cash,10,2718.9,843.9
INV00112,2025-11-29,C0707,P159,E003,2,UPI,5,3142.6,1214.6
INV00113,2025-10-05,C0038,P037,E001,3,UPI,0,2493.0,702.0
INV00114,2025-03-22,C0292,P101,E003,3,UPI,5,2533.65,649.65
INV00115,2025-09-30,C0445,P172,E001,3,Credit Card,5,7555.35,2971.35
INV00116,2025-05-02,C0420,P223,E004,1,Credit Card,0,1165.0,477.0
INV00117,2025-10-17,C0454,P208,E003,3,UPI,5,4696.8,1153.8
INV00118,2025-03-02,C0671,P193,E002,2,Debit Card,15,1837.7,497.7
INV00119,2025-12-11,C0528,P207,E004,1,UPI,20,2230.4,607.4
INV00120,2025-05-18,C0460,P072,E001,3,Credit Card,5,5013.15,1536.15
INV00121,2025-02-08,C0597,P199,E004,2,UPI,15,931.6,275.6
INV00122,2025-12-13,C0409,P170,E001,1,UPI,5,989.9,302.9
INV00123,2025-01-16,C0795,P136,E003,1,Cash,5,1370.85,368.85
INV00124,2025-06-23,C0176,P012,E001,1,UPI,5,683.05,198.05
INV00125,2025-12-05,C0352,P018,E001,2,Cash,5,2449.1,783.1
INV00126,2025-03-27,C0635,P190,E001,3,Cash,15,4651.2,1036.2
INV00127,2025-05-18,C0249,P083,E004,3,UPI,5,3303.15,735.15
INV00128,2025-11-29,C0621,P164,E002,1,UPI,5,2535.55,905.55
INV00129,2025-06-16,C0736,P184,E004,2,UPI,10,1139.4,395.4
INV00130,2025-08-22,C0313,P010,E004,1,UPI,15,2134.35,339.35
INV00131,2025-04-12,C0654,P058,E001,1,Credit Card,5,1328.1,348.1
INV00132,2025-02-01,C0145,P078,E002,2,Cash,0,2190.0,918.0
INV00133,2025-09-27,C0585,P153,E003,3,Debit Card,5,3109.35,706.35
INV00134,2025-01-10,C0200,P243,E004,2,Debit Card,10,3133.8,935.8
INV00135,2025-04-11,C0634,P228,E001,2,UPI,15,1961.8,393.8
INV00136,2025-10-21,C0745,P081,E004,2,UPI,10,3918.6,1410.6
INV00137,2025-08-25,C0618,P181,E004,2,UPI,10,4120.2,956.2
INV00138,2025-09-22,C0299,P068,E004,1,Credit Card,5,1893.35,485.35
INV00139,2025-10-16,C0348,P239,E002,1,UPI,10,771.3,217.3
INV00140,2025-03-21,C0280,P176,E003,1,UPI,10,620.1,115.1
INV00141,2025-10-04,C0461,P119,E002,2,Cash,0,3658.0,1144.0
INV00142,2025-09-16,C0090,P060,E004,2,UPI,20,4110.4,664.4
INV00143,2025-11-11,C0390,P060,E004,1,UPI,10,2312.1,589.1
INV00144,2025-06-16,C0132,P093,E001,2,UPI,5,4197.1,941.1
INV00145,2025-05-24,C0031,P138,E004,1,UPI,10,2503.8,798.8
INV00146,2025-04-18,C0474,P097,E004,3,UPI,0,5991.0,1995.0
INV00147,2025-10-30,C0023,P013,E003,3,UPI,20,2911.2,694.2
INV00148,2025-01-10,C0388,P248,E001,3,UPI,5,5853.9,1938.9
INV00149,2025-11-23,C0010,P052,E002,3,UPI,5,4577.1,1442.1
INV00150,2025-12-02,C0615,P137,E003,2,UPI,5,2865.2,931.2
INV00151,2025-11-24,C0429,P057,E001,1,UPI,15,989.4,215.4
INV00152,2025-07-04,C0257,P115,E001,3,Credit Card,0,3699.0,975.0
INV00153,2025-05-04,C0345,P041,E004,2,Debit Card,0,1976.0,750.0
INV00154,2025-12-16,C0555,P245,E004,1,UPI,5,1592.2,494.2
INV00155,2025-10-17,C0483,P235,E002,2,Debit Card,10,4296.6,1042.6
INV00156,2025-08-14,C0474,P086,E002,2,Cash,0,1650.0,508.0
INV00157,2025-01-28,C0632,P171,E004,2,UPI,5,2249.6,775.6
INV00158,2025-02-04,C0619,P207,E001,2,Cash,15,4739.6,1493.6
INV00159,2025-02-23,C0624,P155,E003,1,UPI,10,2520.0,909.0
INV00160,2025-07-29,C0708,P029,E004,1,Debit Card,20,2396.8,674.8
INV00161,2025-09-17,C0011,P183,E004,2,UPI,15,3284.4,666.4
INV00162,2025-09-16,C0419,P058,E004,1,UPI,0,1398.0,418.0
INV00163,2025-04-03,C0621,P135,E004,2,Cash,10,3090.6,922.6
INV00164,2025-10-12,C0694,P237,E001,1,UPI,5,2546.95,975.95
INV00165,2025-02-17,C0368,P050,E001,1,Credit Card,15,1799.45,424.45
INV00166,2025-10-06,C0499,P047,E001,1,Cash,20,694.4,75.4
INV00167,2025-11-04,C0205,P246,E001,2,UPI,10,1224.0,444.0
INV00168,2025-01-23,C0319,P167,E003,3,Cash,15,4656.3,1392.3
INV00169,2025-05-11,C0739,P202,E004,3,UPI,0,4365.0,1308.0
INV00170,2025-04-25,C0727,P217,E004,2,Debit Card,5,2483.3,775.3
INV00171,2025-04-17,C0285,P028,E004,2,UPI,10,1418.4,496.4
INV00172,2025-04-14,C0277,P031,E002,2,UPI,15,1608.2,310.2
INV00173,2025-09-14,C0472,P246,E001,1,UPI,20,544.0,154.0
INV00174,2025-03-04,C0012,P082,E003,2,UPI,15,3240.2,1060.2
INV00175,2025-12-16,C0233,P020,E002,1,UPI,10,1839.6,590.6
INV00176,2025-05-15,C0244,P146,E004,1,Cash,15,707.2,167.2
INV00177,2025-12-06,C0457,P176,E003,1,UPI,20,551.2,46.2
INV00178,2025-10-16,C0705,P008,E002,2,UPI,20,4124.8,1006.8
INV00179,2025-01-17,C0006,P163,E002,2,UPI,20,1289.6,97.6
INV00180,2025-12-18,C0739,P066,E003,3,Cash,10,2249.1,557.1
INV00181,2025-05-12,C0790,P135,E001,2,Credit Card,0,3434.0,1266.0
INV00182,2025-02-11,C0466,P184,E001,2,UPI,15,1076.1,332.1
INV00183,2025-01-27,C0800,P088,E003,2,Cash,10,1227.6,243.6
INV00184,2025-04-02,C0559,P008,E002,2,Cash,20,4124.8,1006.8
INV00185,2025-10-18,C0393,P015,E002,3,UPI,15,4095.3,693.3
INV00186,2025-11-20,C0162,P016,E002,3,UPI,0,1965.0,678.0
INV00187,2025-11-18,C0391,P075,E004,2,UPI,5,3830.4,922.4
INV00188,2025-11-05,C0237,P004,E001,2,UPI,15,5079.6,1551.6
INV00189,2025-01-14,C0623,P029,E004,2,UPI,15,5093.2,1649.2
INV00190,2025-08-14,C0724,P189,E004,2,UPI,10,4514.4,1432.4
INV00191,2025-09-10,C0482,P104,E002,3,UPI,5,4132.5,958.5
INV00192,2025-09-17,C0179,P145,E002,2,UPI,20,3246.4,590.4
INV00193,2025-10-14,C0616,P020,E002,1,UPI,0,2044.0,795.0
INV00194,2025-06-25,C0334,P001,E001,2,UPI,0,924.0,272.0
INV00195,2025-10-07,C0546,P228,E001,2,UPI,20,1846.4,278.4
INV00196,2025-04-07,C0798,P009,E002,2,UPI,20,4268.8,944.8
INV00197,2025-02-24,C0142,P111,E004,2,UPI,20,1318.4,210.4
INV00198,2025-08-18,C0640,P041,E004,3,Cash,15,2519.4,680.4
INV00199,2025-07-11,C0113,P117,E001,3,Cash,15,1088.85,170.85
INV00200,2025-04-03,C0719,P250,E003,3,UPI,0,4653.0,1929.0
INV00201,2025-07-24,C0038,P239,E002,1,Debit Card,15,728.45,174.45
INV00202,2025-09-07,C0258,P037,E001,3,UPI,20,1994.4,203.4
INV00203,2025-10-25,C0639,P003,E001,1,UPI,5,455.05,176.05
INV00204,2025-04-08,C0416,P234,E003,3,UPI,0,7548.0,2796.0
INV00205,2025-06-11,C0571,P234,E003,3,UPI,15,6415.8,1663.8
INV00206,2025-07-25,C0354,P121,E001,3,Credit Card,10,3585.6,1284.6
INV00207,2025-03-03,C0783,P229,E004,2,Debit Card,0,932.0,250.0
INV00208,2025-04-22,C0426,P213,E004,1,UPI,10,1139.4,340.4
INV00209,2025-03-17,C0721,P159,E003,1,UPI,15,1405.9,441.9
INV00210,2025-01-04,C0746,P028,E003,2,UPI,20,1260.8,338.8
INV00211,2025-12-12,C0489,P213,E001,2,Credit Card,15,2152.2,554.2
INV00212,2025-03-08,C0606,P020,E002,1,UPI,15,1737.4,488.4
INV00213,2025-01-05,C0020,P062,E003,1,UPI,15,1975.4,401.4
INV00214,2025-09-11,C0034,P200,E003,2,UPI,20,2038.4,258.4
INV00215,2025-05-04,C0281,P139,E001,1,UPI,5,1943.7,454.7
INV00216,2025-10-27,C0310,P234,E003,3,UPI,15,6415.8,1663.8
INV00217,2025-05-04,C0393,P045,E003,1,Credit Card,20,452.8,122.8
INV00218,2025-09-18,C0340,P160,E003,1,Credit Card,10,2647.8,960.8
INV00219,2025-09-10,C0627,P220,E004,2,Debit Card,10,3961.8,1143.8
INV00220,2025-10-24,C0758,P231,E001,3,UPI,5,6894.15,2667.15
INV00221,2025-05-06,C0182,P038,E001,3,Cash,10,4174.2,1216.2
INV00222,2025-11-13,C0432,P136,E002,1,UPI,10,1298.7,296.7
INV00223,2025-07-14,C0277,P185,E002,1,UPI,5,920.55,352.55
INV00224,2025-07-03,C0462,P223,E004,1,UPI,10,1048.5,360.5
INV00225,2025-05-28,C0623,P237,E003,2,UPI,20,4289.6,1147.6
INV00226,2025-03-24,C0235,P060,E004,3,UPI,10,6936.3,1767.3
INV00227,2025-07-13,C0174,P246,E004,2,UPI,20,1088.0,308.0
INV00228,2025-12-30,C0726,P224,E002,3,UPI,5,1795.5,643.5
INV00229,2025-02-19,C0621,P101,E003,2,UPI,5,1689.1,433.1
INV00230,2025-02-21,C0261,P028,E004,1,UPI,5,748.6,287.6
INV00231,2025-06-05,C0004,P060,E001,3,UPI,0,7707.0,2538.0
INV00232,2025-06-17,C0057,P205,E004,3,UPI,15,1267.35,268.35
INV00233,2025-06-05,C0088,P116,E001,1,Cash,15,1644.75,353.75
INV00234,2025-12-29,C0191,P148,E001,3,UPI,10,5335.2,1360.2
INV00235,2025-11-24,C0710,P026,E004,1,UPI,0,2856.0,1202.0
INV00236,2025-04-27,C0676,P209,E004,1,Credit Card,15,2306.05,651.05
INV00237,2025-11-13,C0293,P161,E001,3,Cash,5,7162.05,2254.05
INV00238,2025-03-24,C0321,P244,E002,3,Cash,10,7433.1,2576.1
INV00239,2025-12-02,C0073,P172,E001,2,Cash,20,4241.6,1185.6
INV00240,2025-07-25,C0218,P072,E003,3,UPI,15,4485.45,1008.45
INV00241,2025-12-12,C0229,P017,E003,3,UPI,5,5030.25,1961.25
INV00242,2025-01-29,C0537,P070,E002,1,UPI,10,568.8,184.8
INV00243,2025-10-29,C0787,P221,E002,2,UPI,20,1696.0,406.0
INV00244,2025-01-24,C0711,P230,E002,1,Credit Card,15,380.8,115.8
INV00245,2025-02-17,C0396,P120,E003,3,UPI,15,6216.9,867.9
INV00246,2025-05-27,C0406,P222,E004,2,Credit Card,10,4028.4,1208.4
INV00247,2025-02-17,C0309,P006,E002,2,Credit Card,10,1737.0,601.0
INV00248,2025-10-22,C0171,P166,E003,1,Credit Card,5,1093.45,399.45
INV00249,2025-10-05,C0318,P016,E003,1,UPI,20,524.0,95.0
INV00250,2025-05-22,C0225,P247,E004,3,Cash,5,1744.2,499.2
INV00251,2025-08-12,C0162,P048,E001,2,UPI,15,3116.1,510.1
INV00252,2025-02-21,C0242,P239,E001,2,Credit Card,20,1371.2,263.2
INV00253,2025-06-25,C0538,P209,E001,3,UPI,15,6918.15,1953.15
INV00254,2025-03-26,C0774,P236,E004,3,UPI,15,2317.95,709.95
INV00255,2025-12-21,C0391,P039,E004,2,Cash,0,4494.0,1266.0
INV00256,2025-09-27,C0391,P188,E002,2,Debit Card,15,4930.0,1604.0
INV00257,2025-12-25,C0633,P166,E001,2,UPI,10,2071.8,683.8
INV00258,2025-04-07,C0525,P197,E003,1,Debit Card,10,1242.9,379.9
INV00259,2025-05-05,C0412,P087,E003,1,Credit Card,10,2419.2,803.2
INV00260,2025-06-16,C0360,P030,E001,2,Debit Card,5,3915.9,903.9
INV00261,2025-05-24,C0549,P210,E002,1,Cash,5,1399.35,427.35
INV00262,2025-12-14,C0748,P157,E001,1,Credit Card,10,1632.6,483.6
INV00263,2025-12-23,C0777,P106,E004,3,UPI,5,3707.85,1310.85
INV00264,2025-10-10,C0150,P096,E001,1,Credit Card,10,819.0,289.0
INV00265,2025-06-07,C0032,P096,E001,3,UPI,0,2730.0,1140.0
INV00266,2025-03-07,C0055,P103,E001,1,UPI,20,1845.6,430.6
INV00267,2025-04-23,C0364,P068,E002,3,UPI,5,5680.05,1456.05
INV00268,2025-03-17,C0677,P169,E004,3,UPI,10,6315.3,1755.3
INV00269,2025-12-02,C0198,P105,E004,1,Credit Card,10,2234.7,541.7
INV00270,2025-02-08,C0204,P059,E004,1,Debit Card,0,2203.0,831.0
INV00271,2025-03-14,C0347,P112,E001,1,UPI,10,1326.6,283.6
INV00272,2025-03-16,C0315,P031,E001,2,UPI,20,1513.6,215.6
INV00273,2025-05-05,C0481,P117,E002,1,Debit Card,10,384.3,78.3
INV00274,2025-07-17,C0657,P106,E002,2,Cash,20,2081.6,483.6
INV00275,2025-12-25,C0658,P123,E004,1,UPI,0,2552.0,1038.0
INV00276,2025-09-15,C0419,P177,E003,3,UPI,15,2075.7,623.7
INV00277,2025-02-03,C0123,P166,E001,1,UPI,15,978.35,284.35
INV00278,2025-07-09,C0756,P205,E002,3,Debit Card,5,1416.45,417.45
INV00279,2025-12-14,C0509,P193,E002,1,UPI,20,864.8,194.8
INV00280,2025-04-21,C0073,P045,E004,3,UPI,5,1613.1,623.1
INV00281,2025-06-06,C0591,P188,E001,3,Cash,5,8265.0,3276.0
INV00282,2025-12-02,C0075,P191,E002,1,Debit Card,5,2244.85,825.85
INV00283,2025-11-12,C0060,P192,E001,1,UPI,0,1477.0,580.0
INV00284,2025-06-06,C0039,P206,E001,3,UPI,15,5602.35,1168.35
INV00285,2025-07-29,C0719,P210,E003,1,Debit Card,0,1473.0,501.0
INV00286,2025-10-05,C0672,P246,E003,3,UPI,20,1632.0,462.0
INV00287,2025-12-07,C0486,P103,E001,1,UPI,0,2307.0,892.0
INV00288,2025-05-13,C0588,P030,E004,3,Debit Card,5,5873.85,1355.85
INV00289,2025-08-26,C0729,P173,E003,1,UPI,20,1419.2,258.2
INV00290,2025-10-05,C0732,P112,E001,3,UPI,20,3537.6,408.6
INV00291,2025-05-02,C0757,P250,E002,2,UPI,10,2791.8,975.8
INV00292,2025-01-29,C0017,P020,E002,1,Debit Card,20,1635.2,386.2
INV00293,2025-09-05,C0460,P231,E004,3,UPI,5,6894.15,2667.15
INV00294,2025-01-19,C0019,P097,E004,3,Cash,20,4792.8,796.8
INV00295,2025-05-26,C0058,P232,E002,1,Credit Card,10,577.8,187.8
INV00296,2025-01-10,C0034,P159,E003,2,Cash,15,2811.8,883.8
INV00297,2025-05-24,C0413,P124,E002,3,UPI,0,5175.0,1890.0
INV00298,2025-03-08,C0266,P051,E003,2,UPI,15,4753.2,1185.2
INV00299,2025-03-19,C0412,P058,E002,1,Cash,15,1188.3,208.3
INV00300,2025-12-04,C0777,P052,E003,2,UPI,15,2730.2,640.2
INV00301,2025-05-20,C0354,P236,E002,2,UPI,5,1727.1,655.1
INV00302,2025-01-18,C0605,P107,E001,3,UPI,10,3488.4,686.4
INV00303,2025-01-05,C0076,P104,E004,2,UPI,20,2320.0,204.0
INV00304,2025-01-19,C0111,P155,E003,2,UPI,10,5040.0,1818.0
INV00305,2025-06-08,C0362,P154,E002,1,Credit Card,15,759.9,181.9
INV00306,2025-03-21,C0561,P074,E003,3,UPI,20,3530.4,758.4
INV00307,2025-03-08,C0759,P008,E002,2,UPI,0,5156.0,2038.0
INV00308,2025-03-27,C0252,P154,E004,1,Cash,5,849.3,271.3
INV00309,2025-01-29,C0771,P098,E001,2,UPI,5,3435.2,1043.2
INV00310,2025-06-07,C0043,P141,E001,3,UPI,5,5899.5,2212.5
INV00311,2025-07-03,C0737,P104,E004,2,UPI,15,2465.0,349.0
INV00312,2025-03-01,C0176,P199,E004,1,Cash,10,493.2,165.2
INV00313,2025-04-04,C0135,P023,E002,2,Debit Card,0,4694.0,1222.0
INV00314,2025-08-21,C0790,P072,E004,3,UPI,0,5277.0,1800.0
INV00315,2025-10-26,C0513,P056,E002,3,UPI,15,1007.25,224.25
INV00316,2025-05-29,C0550,P042,E003,2,Cash,10,2849.4,657.4
INV00317,2025-10-06,C0317,P239,E001,3,UPI,10,2313.9,651.9
INV00318,2025-08-17,C0621,P041,E001,3,UPI,5,2815.8,976.8
INV00319,2025-12-16,C0724,P199,E002,2,UPI,5,1041.2,385.2
INV00320,2025-07-20,C0173,P168,E002,2,UPI,0,1672.0,712.0
INV00321,2025-11-08,C0481,P108,E001,3,UPI,5,2707.5,802.5
INV00322,2025-12-05,C0725,P233,E001,1,Cash,10,855.0,266.0
INV00323,2025-11-05,C0280,P163,E003,1,Debit Card,5,765.7,169.7
INV00324,2025-02-22,C0766,P217,E004,3,Cash,20,3136.8,574.8
INV00325,2025-03-21,C0723,P116,E004,1,UPI,15,1644.75,353.75
INV00326,2025-10-20,C0173,P023,E002,1,UPI,0,2347.0,611.0
INV00327,2025-11-22,C0372,P156,E002,2,Cash,15,1264.8,294.8
INV00328,2025-12-14,C0361,P077,E004,1,UPI,5,2033.95,639.95
INV00329,2025-06-05,C0199,P017,E004,2,UPI,15,3000.5,954.5
INV00330,2025-10-17,C0670,P236,E002,2,UPI,10,1636.2,564.2
INV00331,2025-08-17,C0708,P171,E001,3,Credit Card,0,3552.0,1341.0
INV00332,2025-04-15,C0439,P173,E003,2,Cash,15,3015.8,693.8
INV00333,2025-09-03,C0630,P032,E004,1,Debit Card,5,2185.95,709.95
INV00334,2025-01-18,C0064,P085,E004,2,Cash,0,1946.0,680.0
INV00335,2025-10-12,C0414,P103,E002,3,Credit Card,5,6574.95,2329.95
INV00336,2025-10-08,C0015,P053,E004,2,Cash,20,3163.2,699.2
INV00337,2025-06-10,C0565,P209,E001,2,Credit Card,0,5426.0,2116.0
INV00338,2025-10-31,C0298,P231,E004,1,UPI,15,2056.15,647.15
INV00339,2025-10-04,C0165,P232,E004,1,UPI,10,577.8,187.8
INV00340,2025-03-29,C0792,P239,E004,2,Credit Card,10,1542.6,434.6
INV00341,2025-05-07,C0017,P241,E004,1,UPI,15,1717.0,428.0
INV00342,2025-08-31,C0071,P125,E001,1,UPI,10,2435.4,808.4
INV00343,2025-09-16,C0682,P112,E001,3,Credit Card,20,3537.6,408.6
INV00344,2025-01-14,C0560,P213,E003,2,Credit Card,15,2152.2,554.2
INV00345,2025-01-27,C0346,P230,E001,2,Cash,15,761.6,231.6
INV00346,2025-11-18,C0396,P106,E002,3,UPI,5,3707.85,1310.85
INV00347,2025-12-26,C0057,P121,E003,1,UPI,15,1128.8,361.8
INV00348,2025-05-25,C0655,P250,E004,1,Cash,20,1240.8,332.8
INV00349,2025-12-02,C0525,P064,E002,3,Debit Card,0,6504.0,2733.0
INV00350,2025-06-22,C0291,P057,E004,1,Cash,15,989.4,215.4
INV00351,2025-01-14,C0225,P221,E002,3,UPI,15,2703.0,768.0
