Invoice_ID,Date,Customer_ID,Product_ID,Employee_ID,Quantity,Payment_Mode,Discount_%,Revenue,Profit
INV00043,2025-06-25,C0128,P102,E001,3,UPI,5,1373.7,404.7
INV00044,2025-02-12,C0462,P134,E004,1,UPI,5,1852.5,632.5
INV00045,2025-05-08,C0797,P119,E003,2,UPI,20,2926.4,412.4
INV00046,2025-03-18,C0676,P069,E001,2,UPI,5,3900.7,1212.7
INV00047,2025-05-04,C0586,P071,E003,2,UPI,20,2948.8,548.8
INV00048,2025-04-04,C0572,P104,E001,2,UPI,10,2610.0,494.0
INV00049,2025-09-22,C0470,P221,E003,3,UPI,10,2862.0,927.0
INV00050,2025-02-20,C0482,P011,E001,1,Cash,15,2066.35,400.35
INV00051,2025-12-07,C0390,P049,E004,3,Cash,0,4059.0,1212.0
INV00052,2025-08-25,C0200,P246,E002,2,UPI,15,1156.0,376.0
INV00053,2025-07-08,C0587,P152,E003,2,UPI,0,3612.0,1124.0
INV00054,2025-10-22,C0687,P114,E002,2,UPI,10,2458.8,448.8
INV00055,2025-06-26,C0174,P152,E002,3,UPI,5,5147.1,1415.1
INV00056,2025-07-26,C0600,P192,E002,1,Debit Card,0,1477.0,580.0
INV00057,2025-06-26,C0705,P101,E003,3,Credit Card,15,2266.95,382.95
INV00058,2025-10-14,C0346,P135,E002,2,UPI,20,2747.2,579.2
INV00059,2025-03-07,C0535,P135,E003,2,UPI,5,3262.3,1094.3
INV00060,2025-11-13,C0050,P221,E003,2,Cash,20,1696.0,406.0
INV00061,2025-05-22,C0237,P006,E002,1,Credit Card,10,868.5,300.5
INV00062,2025-11-18,C0599,P027,E004,3,UPI,10,3091.5,649.5
INV00063,2025-01-21,C0312,P052,E002,3,UPI,0,4818.0,1683.0
INV00064,2025-04-19,C0787,P095,E001,3,UPI,10,2338.2,490.2
INV00065,2025-12-11,C0086,P205,E004,1,Credit Card,5,472.15,139.15
INV00066,2025-05-21,C0308,P198,E004,1,UPI,10,666.0,118.0
INV00067,2025-10-17,C0484,P077,E004,2,Debit Card,5,4067.9,1279.9
INV00068,2025-01-17,C0746,P048,E001,2,UPI,20,2932.8,326.8
INV00069,2025-10-30,C0313,P177,E002,3,Debit Card,15,2075.7,623.7
INV00070,2025-04-04,C0741,P024,E002,2,Debit Card,5,1383.2,431.2
INV00071,2025-06-25,C0062,P171,E004,2,UPI,5,2249.6,775.6
INV00072,2025-03-06,C0379,P032,E001,3,Cash,15,5867.55,1439.55
INV00073,2025-04-17,C0208,P194,E004,2,Credit Card,10,3488.4,1152.4
INV00074,2025-11-05,C0221,P130,E002,3,UPI,0,1278.0,465.0
INV00075,2025-07-22,C0455,P190,E004,1,Debit Card,20,1459.2,254.2
INV00076,2025-11-23,C0269,P241,E001,2,Cash,0,4040.0,1462.0
INV00077,2025-05-11,C0002,P133,E001,1,UPI,10,1543.5,393.5
INV00078,2025-01-04,C0137,P195,E003,1,UPI,0,1680.0,674.0
INV00079,2025-08-05,C0636,P039,E001,1,Credit Card,10,2022.3,408.3
INV00080,2025-11-28,C0633,P123,E003,1,UPI,5,2424.4,910.4
INV00081,2025-03-03,C0334,P049,E003,2,UPI,0,2706.0,808.0
INV00082,2025-07-01,C0654,P088,E001,1,Cash,20,545.6,53.6
INV00083,2025-09-30,C0072,P229,E001,3,Cash,15,1188.3,165.3
INV00084,2025-03-10,C0100,P057,E003,3,UPI,15,2968.2,646.2
INV00085,2025-06-25,C0538,P225,E001,2,Cash,15,3218.1,882.1
INV00086,2025-10-29,C0032,P150,E002,2,Debit Card,10,1449.0,311.0
INV00087,2025-06-30,C0302,P181,E003,3,Debit Card,15,5836.95,1090.95
INV00088,2025-02-05,C0479,P184,E002,2,Cash,20,1012.8,268.8
INV00089,2025-10-06,C0334,P245,E002,1,UPI,15,1424.6,326.6
INV00090,2025-02-13,C0120,P157,E001,2,UPI,0,3628.0,1330.0
INV00091,2025-06-01,C0184,P028,E003,1,UPI,15,669.8,208.8
INV00092,2025-12-16,C0670,P008,E001,3,UPI,0,7734.0,3057.0
INV00093,2025-05-23,C0494,P087,E003,2,UPI,20,4300.8,1068.8
INV00094,2025-01-23,C0157,P021,E003,3,UPI,10,1860.3,402.3
INV00095,2025-08-06,C0478,P198,E003,2,UPI,10,1332.0,236.0
INV00096,2025-08-05,C0491,P213,E004,2,Debit Card,15,2152.2,554.2
INV00097,2025-11-18,C0483,P241,E004,2,UPI,0,4040.0,1462.0
INV00098,2025-04-19,C0158,P134,E001,2,UPI,20,3120.0,680.0
INV00099,2025-01-08,C0120,P104,E002,1,Debit Card,15,1232.5,174.5
INV00100,2025-06-27,C0786,P100,E002,2,UPI,5,1658.7,536.7
INV00101,2025-05-20,C0047,P245,E001,1,Cash,0,1676.0,578.0
INV00102,2025-10-28,C0161,P163,E001,2,Credit Card,0,1612.0,420.0
INV00103,2025-05-12,C0347,P143,E004,3,UPI,5,3297.45,732.45
INV00104,2025-04-05,C0376,P075,E003,3,Debit Card,0,6048.0,1686.0
INV00105,2025-04-03,C0147,P118,E001,1,Debit Card,15,908.65,116.65
INV00106,2025-09-13,C0272,P123,E003,1,Debit Card,0,2552.0,1038.0
INV00107,2025-09-01,C0427,P178,E001,2,UPI,0,5398.0,2092.0
INV00108,2025-08-14,C0527,P041,E001,3,Credit Card,10,2667.6,828.6
INV00109,2025-06-13,C0045,P208,E004,3,Cash,15,4202.4,659.4
INV00110,2025-08-03,C0011,P220,E003,2,Debit Card,10,3961.8,1143.8
INV00111,2025-03-16,C0621,P006,E002,1,Debit Card,10,868.5,300.5
INV00112,2025-08-08,C0354,P051,E002,3,Cash,0,8388.0,3036.0
INV00113,2025-11-06,C0676,P031,E004,1,UPI,0,946.0,297.0
INV00114,2025-06-19,C0773,P109,E003,2,UPI,20,3108.8,252.8
INV00115,2025-02-07,C0127,P201,E003,3,UPI,15,2830.5,757.5
INV00116,2025-05-11,C0383,P239,E004,1,UPI,5,814.15,260.15
INV00117,2025-10-24,C0645,P089,E001,1,UPI,15,612.0,88.0
INV00118,2025-08-25,C0544,P044,E001,3,UPI,20,2152.8,340.8
INV00119,2025-06-15,C0393,P123,E002,1,UPI,20,2041.6,527.6
INV00120,2025-06-19,C0234,P099,E003,2,Cash,15,4958.9,1462.9
INV00121,2025-11-26,C0160,P159,E003,3,Debit Card,0,4962.0,2070.0
INV00122,2025-04-18,C0343,P250,E003,1,Debit Card,0,1551.0,643.0
INV00123,2025-05-03,C0451,P131,E003,1,Credit Card,20,612.8,151.8
INV00124,2025-07-21,C0440,P040,E003,2,UPI,0,3340.0,1088.0
INV00125,2025-12-21,C0227,P138,E002,3,UPI,20,6676.8,1561.8
INV00126,2025-09-01,C0248,P212,E004,3,Cash,20,1584.0,219.0
INV00127,2025-11-23,C0665,P131,E001,2,UPI,15,1302.2,380.2
INV00128,2025-01-30,C0722,P151,E004,1,UPI,10,1347.3,472.3
INV00129,2025-09-20,C0548,P158,E004,1,UPI,0,842.0,264.0
INV00130,2025-07-21,C0101,P016,E001,2,Debit Card,20,1048.0,190.0
INV00131,2025-05-02,C0700,P049,E003,1,Cash,10,1217.7,268.7
INV00132,2025-02-21,C0418,P046,E003,2,Cash,5,1738.5,678.5
INV00133,2025-10-14,C0524,P055,E002,2,UPI,0,2772.0,1104.0
INV00134,2025-05-03,C0375,P116,E002,1,UPI,10,1741.5,450.5
INV00135,2025-10-19,C0759,P063,E001,3,Cash,20,1197.6,156.6
INV00136,2025-11-25,C0645,P177,E002,3,UPI,15,2075.7,623.7
INV00137,2025-12-28,C0534,P152,E002,1,UPI,0,1806.0,562.0
INV00138,2025-02-26,C0455,P008,E001,2,Cash,5,4898.2,1780.2
INV00139,2025-02-24,C0553,P237,E001,1,UPI,0,2681.0,1110.0
INV00140,2025-08-01,C0216,P235,E001,1,Cash,20,1909.6,282.6
INV00141,2025-11-09,C0476,P085,E002,3,Cash,5,2773.05,874.05
INV00142,2025-11-25,C0203,P020,E001,1,Credit Card,5,1941.8,692.8
INV00143,2025-11-24,C0515,P005,E001,3,UPI,10,5832.0,1350.0
INV00144,2025-11-13,C0445,P037,E001,3,Debit Card,20,1994.4,203.4
INV00145,2025-04-29,C0169,P130,E001,3,UPI,15,1086.3,273.3
INV00146,2025-12-19,C0771,P105,E002,3,UPI,10,6704.1,1625.1
INV00147,2025-03-18,C0482,P174,E003,2,Cash,20,2672.0,620.0
INV00148,2025-10-22,C0348,P035,E002,3,Debit Card,0,4623.0,1431.0
INV00149,2025-06-12,C0086,P038,E001,3,Cash,20,3710.4,752.4
INV00150,2025-12-12,C0203,P106,E003,3,UPI,20,3122.4,725.4
INV00151,2025-07-01,C0187,P093,E003,2,UPI,0,4418.0,1162.0
INV00152,2025-08-27,C0229,P072,E003,3,Debit Card,10,4749.3,1272.3
INV00153,2025-03-07,C0341,P177,E002,2,Cash,5,1546.6,578.6
INV00154,2025-04-10,C0537,P201,E003,2,UPI,5,2109.0,727.0
INV00155,2025-01-14,C0768,P135,E004,3,UPI,5,4893.45,1641.45
INV00156,2025-10-15,C0745,P125,E003,1,Credit Card,10,2435.4,808.4
INV00157,2025-10-23,C0242,P128,E001,2,Credit Card,20,1019.2,85.2
INV00158,2025-12-19,C0180,P056,E003,3,UPI,15,1007.25,224.25
INV00159,2025-08-10,C0336,P136,E004,1,Credit Card,15,1226.55,224.55
INV00160,2025-03-20,C0333,P052,E002,3,Cash,5,4577.1,1442.1
INV00161,2025-11-08,C0547,P153,E004,3,UPI,20,2618.4,215.4
INV00162,2025-02-11,C0555,P141,E002,2,Cash,15,3519.0,1061.0
INV00163,2025-01-26,C0786,P096,E003,2,UPI,0,1820.0,760.0
INV00164,2025-08-21,C0621,P090,E001,2,UPI,20,1145.6,205.6
INV00165,2025-03-30,C0542,P004,E003,2,Debit Card,0,5976.0,2448.0
INV00166,2025-01-15,C0560,P098,E001,2,Cash,15,3073.6,681.6
INV00167,2025-04-01,C0349,P062,E002,2,UPI,20,3718.4,570.4
INV00168,2025-02-25,C0003,P156,E001,2,UPI,15,1264.8,294.8
INV00169,2025-05-17,C0087,P053,E004,2,UPI,15,3360.9,896.9
INV00170,2025-03-27,C0159,P234,E004,2,UPI,0,5032.0,1864.0
INV00171,2025-06-05,C0165,P047,E001,2,UPI,10,1562.4,324.4
INV00172,2025-01-01,C0682,P134,E001,1,UPI,15,1657.5,437.5
INV00173,2025-07-16,C0495,P107,E002,3,UPI,0,3876.0,1074.0
INV00174,2025-05-04,C0728,P077,E004,1,Cash,5,2033.95,639.95
INV00175,2025-05-10,C0428,P052,E003,3,Credit Card,5,4577.1,1442.1
INV00176,2025-09-13,C0396,P021,E004,1,UPI,0,689.0,203.0
INV00177,2025-03-03,C0775,P231,E001,3,UPI,15,6168.45,1941.45
INV00178,2025-05-16,C0525,P054,E002,1,Cash,10,773.1,234.1
INV00179,2025-08-17,C0105,P151,E004,3,UPI,0,4491.0,1866.0
INV00180,2025-03-12,C0038,P067,E001,2,UPI,20,1897.6,527.6
INV00181,2025-06-07,C0409,P013,E002,1,UPI,0,1213.0,474.0
INV00182,2025-08-16,C0300,P219,E002,3,UPI,10,2686.5,724.5
INV00183,2025-07-27,C0648,P082,E002,3,UPI,0,5718.0,2448.0
INV00184,2025-07-05,C0051,P208,E001,2,UPI,0,3296.0,934.0
INV00185,2025-07-17,C0098,P219,E002,1,UPI,0,995.0,341.0
INV00186,2025-11-04,C0192,P022,E002,1,UPI,10,353.7,92.7
INV00187,2025-01-23,C0729,P243,E002,3,Cash,20,4178.4,881.4
INV00188,2025-08-24,C0775,P092,E002,2,Credit Card,0,5058.0,1746.0
INV00189,2025-08-16,C0450,P170,E002,2,Cash,20,1667.2,293.2
INV00190,2025-05-09,C0288,P227,E001,3,UPI,10,4122.9,1431.9
INV00191,2025-03-10,C0293,P112,E001,2,Credit Card,10,2653.2,567.2
INV00192,2025-01-07,C0414,P075,E001,3,UPI,10,5443.2,1081.2
INV00193,2025-05-22,C0513,P067,E003,3,UPI,10,3202.2,1147.2
INV00194,2025-04-17,C0777,P156,E004,3,UPI,20,1785.6,330.6
INV00195,2025-11-29,C0717,P222,E004,2,UPI,5,4252.2,1432.2
INV00196,2025-08-08,C0634,P133,E004,3,UPI,5,4887.75,1437.75
INV00197,2025-03-16,C0618,P231,E003,1,UPI,15,2056.15,647.15
INV00198,2025-06-12,C0444,P160,E001,2,Cash,10,5295.6,1921.6
INV00199,2025-04-09,C0181,P208,E002,3,Debit Card,15,4202.4,659.4
INV00200,2025-02-20,C0354,P190,E002,1,UPI,15,1550.4,345.4
INV00201,2025-09-05,C0716,P177,E003,1,Credit Card,20,651.2,167.2
INV00202,2025-11-02,C0035,P121,E004,1,UPI,15,1128.8,361.8
INV00203,2025-05-25,C0087,P216,E002,1,Cash,0,2192.0,832.0
INV00204,2025-05-20,C0283,P072,E002,2,UPI,15,2990.3,672.3
INV00205,2025-10-10,C0161,P011,E001,1,UPI,0,2431.0,765.0
INV00206,2025-06-05,C0685,P080,E004,1,UPI,5,1717.6,513.6
INV00207,2025-12-25,C0481,P058,E004,1,UPI,10,1258.2,278.2
INV00208,2025-09-25,C0509,P039,E004,2,UPI,20,3595.2,367.2
INV00209,2025-10-25,C0107,P187,E002,1,UPI,20,2297.6,578.6
INV00210,2025-12-18,C0271,P189,E002,2,Cash,15,4263.6,1181.6
INV00211,2025-08-19,C0677,P138,E003,1,UPI,15,2364.7,659.7
INV00212,2025-09-05,C0084,P224,E004,1,Credit Card,0,630.0,246.0
INV00213,2025-02-15,C0700,P011,E001,2,UPI,0,4862.0,1530.0
INV00214,2025-06-28,C0730,P193,E004,3,Debit Card,15,2756.55,746.55
INV00215,2025-05-03,C0621,P112,E003,1,UPI,0,1474.0,431.0
INV00216,2025-12-23,C0434,P111,E004,2,UPI,5,1565.6,457.6
INV00217,2025-12-21,C0196,P197,E004,2,UPI,5,2623.9,897.9
INV00218,2025-11-26,C0222,P227,E001,2,UPI,5,2901.3,1107.3
INV00219,2025-05-21,C0059,P198,E003,2,UPI,15,1258.0,162.0
INV00220,2025-10-24,C0685,P076,E001,2,UPI,20,1784.0,324.0
INV00221,2025-05-13,C0120,P176,E001,3,UPI,20,1653.6,138.6
INV00222,2025-09-08,C0445,P063,E002,1,UPI,5,474.05,127.05
INV00223,2025-04-07,C0629,P089,E004,1,Debit Card,15,612.0,88.0
INV00224,2025-12-24,C0209,P039,E003,2,UPI,5,4269.3,1041.3
INV00225,2025-02-15,C0419,P216,E001,1,UPI,10,1972.8,612.8
INV00226,2025-02-08,C0039,P223,E003,3,UPI,20,2796.0,732.0
INV00227,2025-04-24,C0491,P150,E002,3,UPI,0,2415.0,708.0
INV00228,2025-09-01,C0065,P021,E003,1,UPI,10,620.1,134.1
INV00229,2025-11-17,C0550,P062,E004,2,UPI,5,4415.6,1267.6
INV00230,2025-12-28,C0056,P241,E002,2,UPI,20,3232.0,654.0
INV00231,2025-01-31,C0735,P169,E001,2,Debit Card,20,3742.4,702.4
INV00232,2025-09-24,C0708,P201,E004,3,Debit Card,20,2664.0,591.0
INV00233,2025-03-14,C0615,P154,E003,1,UPI,0,894.0,316.0
INV00234,2025-10-20,C0047,P042,E003,1,UPI,0,1583.0,487.0
INV00235,2025-01-04,C0360,P172,E002,3,Debit Card,20,6362.4,1778.4
INV00236,2025-08-22,C0691,P006,E001,2,UPI,10,1737.0,601.0
INV00237,2025-08-07,C0029,P133,E004,1,Credit Card,0,1715.0,565.0
INV00238,2025-11-25,C0335,P019,E002,2,UPI,0,3428.0,1018.0
INV00239,2025-09-01,C0518,P011,E002,2,UPI,10,4375.8,1043.8
INV00240,2025-08-21,C0322,P040,E002,3,UPI,5,4759.5,1381.5
INV00241,2025-04-28,C0525,P143,E001,3,Credit Card,15,2950.35,385.35
INV00242,2025-04-30,C0763,P151,E003,2,UPI,5,2844.3,1094.3
INV00243,2025-09-13,C0548,P023,E001,2,Credit Card,10,4224.6,752.6
INV00244,2025-12-26,C0392,P042,E003,1,UPI,0,1583.0,487.0
INV00245,2025-03-26,C0780,P046,E003,3,Cash,0,2745.0,1155.0
INV00246,2025-01-07,C0219,P010,E003,2,Credit Card,15,4268.7,678.7
INV00247,2025-09-01,C0121,P228,E001,1,Credit Card,20,923.2,139.2
INV00248,2025-06-06,C0296,P058,E004,2,UPI,15,2376.6,416.6
INV00249,2025-05-25,C0044,P196,E004,2,Debit Card,5,2610.6,728.6
INV00250,2025-12-08,C0258,P218,E001,1,UPI,0,1684.0,577.0
INV00251,2025-02-03,C0447,P031,E004,2,UPI,15,1608.2,310.2
INV00252,2025-03-09,C0247,P206,E003,1,Cash,10,1977.3,499.3
INV00253,2025-10-09,C0039,P198,E003,2,UPI,0,1480.0,384.0
INV00254,2025-06-20,C0092,P174,E003,3,UPI,20,4008.0,930.0
INV00255,2025-05-17,C0220,P083,E002,1,Debit Card,10,1043.1,187.1
INV00256,2025-08-20,C0695,P241,E003,3,UPI,20,4848.0,981.0
INV00257,2025-01-02,C0441,P099,E003,2,UPI,20,4667.2,1171.2
INV00258,2025-05-28,C0522,P088,E003,2,UPI,10,1227.6,243.6
INV00259,2025-10-17,C0340,P217,E002,1,Debit Card,0,1307.0,453.0
INV00260,2025-12-25,C0019,P112,E004,2,UPI,10,2653.2,567.2
INV00261,2025-12-15,C0459,P138,E002,3,UPI,5,7928.7,2813.7
INV00262,2025-02-07,C0041,P139,E004,1,UPI,0,2046.0,557.0
INV00263,2025-07-31,C0358,P095,E001,2,UPI,5,1645.4,413.4
INV00264,2025-04-20,C0173,P056,E002,1,Credit Card,5,375.25,114.25
INV00265,2025-03-26,C0310,P239,E004,1,UPI,20,685.6,131.6
INV00266,2025-07-15,C0560,P128,E001,3,Cash,5,1815.45,414.45
INV00267,2025-03-03,C0748,P087,E002,1,Debit Card,5,2553.6,937.6
INV00268,2025-09-27,C0553,P236,E003,2,UPI,20,1454.4,382.4
INV00269,2025-05-21,C0166,P196,E001,1,Debit Card,0,1374.0,433.0
INV00270,2025-02-13,C0210,P005,E002,1,UPI,20,1728.0,234.0
INV00271,2025-04-29,C0783,P143,E004,2,Credit Card,5,2198.3,488.3
INV00272,2025-08-01,C0327,P109,E001,2,Cash,15,3303.1,447.1
INV00273,2025-10-28,C0434,P051,E004,2,Debit Card,0,5592.0,2024.0
INV00274,2025-10-24,C0653,P060,E001,1,UPI,10,2312.1,589.1
INV00275,2025-12-01,C0226,P015,E003,3,UPI,10,4336.2,934.2
INV00276,2025-08-09,C0032,P064,E004,3,UPI,10,5853.6,2082.6
INV00277,2025-07-21,C0326,P151,E001,2,Credit Card,15,2544.9,794.9
INV00278,2025-09-05,C0575,P043,E001,2,UPI,0,2618.0,778.0
INV00279,2025-09-02,C0026,P019,E004,2,UPI,20,2742.4,332.4
INV00280,2025-05-22,C0246,P160,E003,1,UPI,15,2500.7,813.7
INV00281,2025-10-06,C0237,P008,E004,2,Cash,0,5156.0,2038.0
INV00282,2025-04-07,C0325,P080,E003,1,Cash,20,1446.4,242.4
INV00283,2025-09-02,C0372,P248,E004,2,UPI,10,3697.2,1087.2
INV00284,2025-04-07,C0001,P175,E004,3,Debit Card,5,2074.8,757.8
INV00285,2025-12-02,C0315,P033,E003,3,Credit Card,15,2761.65,403.65
INV00286,2025-07-04,C0572,P200,E003,2,Credit Card,15,2165.8,385.8
INV00287,2025-02-05,C0178,P138,E003,3,UPI,0,8346.0,3231.0
INV00288,2025-09-02,C0065,P096,E001,2,Cash,5,1729.0,669.0
INV00289,2025-03-24,C0301,P078,E001,3,Debit Card,0,3285.0,1377.0
INV00290,2025-01-23,C0778,P093,E004,3,UPI,15,5632.95,748.95
INV00291,2025-05-17,C0739,P147,E004,1,UPI,20,1742.4,335.4
INV00292,2025-06-22,C0779,P165,E004,3,UPI,0,2763.0,888.0
INV00293,2025-04-26,C0200,P124,E001,1,UPI,15,1466.25,371.25
INV00294,2025-10-02,C0628,P090,E004,1,UPI,10,644.4,174.4
INV00295,2025-03-03,C0753,P211,E004,1,UPI,5,1107.7,352.7
INV00296,2025-10-18,C0130,P201,E001,3,UPI,0,3330.0,1257.0
INV00297,2025-12-09,C0074,P146,E003,3,Debit Card,20,1996.8,376.8
INV00298,2025-02-09,C0124,P004,E001,1,Cash,5,2838.6,1074.6
INV00299,2025-02-24,C0701,P155,E001,1,Cash,5,2660.0,1049.0
INV00300,2025-03-12,C0191,P112,E003,2,UPI,10,2653.2,567.2
INV00301,2025-01-09,C0694,P174,E004,1,UPI,15,1419.5,393.5
INV00302,2025-05-20,C0196,P052,E003,3,UPI,20,3854.4,719.4
INV00303,2025-07-04,C0474,P215,E003,1,UPI,10,1530.0,299.0
INV00304,2025-01-13,C0415,P102,E004,3,UPI,10,1301.4,332.4
INV00305,2025-07-30,C0395,P001,E004,3,UPI,10,1247.4,269.4
INV00306,2025-01-28,C0131,P047,E002,2,Debit Card,20,1388.8,150.8
INV00307,2025-05-17,C0021,P245,E003,3,UPI,5,4776.6,1482.6
INV00308,2025-03-28,C0216,P103,E003,3,UPI,0,6921.0,2676.0
INV00309,2025-04-19,C0770,P019,E002,1,UPI,15,1456.9,251.9
INV00310,2025-02-18,C0042,P145,E003,1,UPI,15,1724.65,396.65
INV00311,2025-07-26,C0767,P004,E002,2,UPI,5,5677.2,2149.2
INV00312,2025-11-06,C0190,P126,E001,3,UPI,15,1938.0,489.0
INV00313,2025-12-29,C0698,P056,E002,3,UPI,20,948.0,165.0
INV00314,2025-06-02,C0541,P007,E002,3,UPI,5,1265.4,500.4
INV00315,2025-12-31,C0445,P072,E002,1,Credit Card,5,1671.05,512.05
INV00316,2025-04-25,C0169,P135,E004,2,UPI,15,2918.9,750.9
INV00317,2025-07-23,C0029,P206,E004,2,Debit Card,20,3515.2,559.2
INV00318,2025-06-27,C0194,P186,E002,1,Debit Card,0,1368.0,488.0
INV00319,2025-11-22,C0190,P174,E004,2,Cash,0,3340.0,1288.0
INV00320,2025-04-16,C0739,P200,E004,1,UPI,20,1019.2,129.2
INV00321,2025-11-19,C0706,P249,E003,3,UPI,10,1941.3,369.3
INV00322,2025-07-01,C0181,P019,E004,2,UPI,0,3428.0,1018.0
INV00323,2025-12-03,C0414,P070,E001,1,UPI,15,537.2,153.2
INV00324,2025-06-03,C0255,P184,E003,1,UPI,10,569.7,197.7
INV00325,2025-03-10,C0331,P022,E003,1,UPI,5,373.35,112.35
INV00326,2025-05-30,C0173,P088,E001,1,UPI,0,682.0,190.0
INV00327,2025-03-11,C0337,P190,E004,3,Cash,5,5198.4,1583.4
INV00328,2025-03-19,C0024,P128,E002,3,Cash,10,1719.9,318.9
INV00329,2025-08-21,C0242,P197,E002,3,UPI,0,4143.0,1554.0
INV00330,2025-04-30,C0376,P206,E003,1,UPI,10,1977.3,499.3
INV00331,2025-11-19,C0445,P191,E004,3,Debit Card,20,5671.2,1414.2
INV00332,2025-06-27,C0435,P205,E004,1,Cash,0,497.0,164.0
INV00333,2025-02-16,C0519,P104,E004,2,Debit Card,0,2900.0,784.0
INV00334,2025-09-16,C0666,P231,E001,3,UPI,15,6168.45,1941.45
INV00335,2025-08-13,C0168,P188,E004,2,UPI,15,4930.0,1604.0
INV00336,2025-02-03,C0793,P046,E003,2,Debit Card,0,1830.0,770.0
INV00337,2025-08-16,C0304,P032,E003,2,Credit Card,0,4602.0,1650.0
INV00338,2025-11-01,C0189,P030,E003,2,Cash,5,3915.9,903.9
INV00339,2025-05-26,C0749,P143,E002,2,Debit Card,5,2198.3,488.3
INV00340,2025-03-04,C0652,P142,E003,1,UPI,15,855.95,230.95
INV00341,2025-07-09,C0277,P062,E001,1,UPI,15,1975.4,401.4
INV00342,2025-04-18,C0701,P145,E004,1,UPI,0,2029.0,701.0
INV00343,2025-04-25,C0612,P173,E003,1,Credit Card,5,1685.3,524.3
INV00344,2025-02-06,C0079,P175,E001,1,Debit Card,15,618.8,179.8
INV00345,2025-09-19,C0618,P155,E003,1,Cash,0,2800.0,1189.0
INV00346,2025-02-13,C0710,P208,E003,1,UPI,20,1318.4,137.4
INV00347,2025-09-06,C0420,P239,E004,3,UPI,15,2185.35,523.35
INV00348,2025-04-21,C0670,P160,E002,3,UPI,15,7502.1,2441.1
INV00349,2025-11-26,C0692,P199,E001,1,UPI,15,465.8,137.8
INV00350,2025-12-12,C0770,P134,E004,1,UPI,20,1560.0,340.0
